Date Of Death Year,Date Of Death Month,Sex,Race/Ethnicity,AgeGroup,AllCause,NaturalCause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",AnalysisDate,Note,flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
2020,1,Male (M),Other,25-34 years,61,29,0,,0,0,,0,0,0,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,1,Male (M),Other,35-44 years,82,51,,11,,0,,,0,,,11,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,1,Male (M),Other,45-54 years,97,72,0,10,,0,,,,,,27,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,1,Male (M),Other,5-14 years,10,,,,0,0,,0,0,0,0,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
2020,1,Male (M),Other,55-64 years,244,212,,47,,,,,,,,73,14,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,1,Male (M),Other,65-74 years,294,271,,59,15,,,17,,,,86,10,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,1,Male (M),Other,75-84 years,215,207,,44,,,11,17,,,,60,14,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,1,Male (M),Other,85 years and over,115,111,,17,,,,,,,,37,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,2,Female (F),Hispanic,0-4 years,206,197,,,0,0,,0,,0,24,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,
2020,2,Female (F),Hispanic,15-24 years,119,46,0,,,0,,,,0,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,2,Female (F),Hispanic,25-34 years,208,125,,37,,0,,,,0,18,14,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
2020,2,Female (F),Hispanic,35-44 years,340,251,,94,10,0,15,,,,16,33,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2020,2,Female (F),Hispanic,45-54 years,529,470,,194,26,,18,,,,11,51,30,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2020,2,Female (F),Hispanic,5-14 years,40,28,0,12,0,0,,0,,0,,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2020,2,Female (F),Hispanic,55-64 years,992,942,13,310,79,,37,25,26,26,10,147,42,,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),
2020,2,Female (F),Hispanic,65-74 years,1376,1330,18,407,108,21,48,38,24,39,,272,65,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,Suppressed (counts 1-9),,,,
2020,2,Female (F),Hispanic,75-84 years,1942,1906,25,405,120,139,52,79,49,44,10,429,145,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,2,Female (F),Hispanic,85 years and over,2619,2567,23,246,90,352,79,111,40,60,25,653,242,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,2,Female (F),Non-Hispanic American Indian or Alaska Native,0-4 years,,,0,0,0,0,,0,0,0,0,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,,,,,
2020,2,Female (F),Non-Hispanic American Indian or Alaska Native,15-24 years,,,0,0,0,0,0,0,0,0,0,0,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,Suppressed (counts 1-9),,
2020,2,Female (F),Non-Hispanic American Indian or Alaska Native,25-34 years,35,15,,,,0,0,0,0,0,0,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,
2020,2,Female (F),Non-Hispanic American Indian or Alaska Native,35-44 years,36,22,,,,0,0,0,0,0,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,2,Female (F),Non-Hispanic American Indian or Alaska Native,45-54 years,65,52,,,,0,,,0,0,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,2,Female (F),Non-Hispanic American Indian or Alaska Native,5-14 years,,,0,0,0,0,0,0,0,0,0,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,,
2020,2,Female (F),Non-Hispanic American Indian or Alaska Native,55-64 years,124,117,,28,,0,,,,,,16,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,2,Female (F),Non-Hispanic American Indian or Alaska Native,65-74 years,126,122,,30,12,,,,,,,17,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,2,Female (F),Non-Hispanic American Indian or Alaska Native,75-84 years,141,137,,27,11,,,13,,,,21,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,2,Female (F),Non-Hispanic American Indian or Alaska Native,85 years and over,123,119,,14,,11,,,,,,26,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,2,Female (F),Non-Hispanic Asian,0-4 years,32,31,0,0,0,0,,0,,,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,2,Female (F),Non-Hispanic Asian,15-24 years,30,14,,,,0,,0,0,0,,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2020,2,Female (F),Non-Hispanic Asian,25-34 years,38,22,0,,0,0,0,0,0,,,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2020,2,Female (F),Non-Hispanic Asian,35-44 years,67,57,,30,,0,,0,0,0,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,2,Female (F),Non-Hispanic Asian,45-54 years,132,123,,72,,,,0,0,,,,10,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2020,2,Female (F),Non-Hispanic Asian,5-14 years,,,0,,0,0,,0,0,0,0,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,
2020,2,Female (F),Non-Hispanic Asian,55-64 years,280,270,,140,12,0,,,,,,35,17,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,2,Female (F),Non-Hispanic Asian,65-74 years,477,456,,190,24,,13,,,13,,63,43,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2020,2,Female (F),Non-Hispanic Asian,75-84 years,715,689,13,144,32,27,23,21,12,19,,155,80,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,Suppressed (counts 1-9),,,,
2020,2,Female (F),Non-Hispanic Asian,85 years and over,1349,1312,10,128,35,132,42,44,13,33,13,362,130,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,2,Female (F),Non-Hispanic Black,0-4 years,238,214,,,0,0,,,,0,40,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,2,Female (F),Non-Hispanic Black,15-24 years,133,59,,,,0,,,,,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,2,Female (F),Non-Hispanic Black,25-34 years,342,218,,43,10,0,,,,,15,37,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2020,2,Female (F),Non-Hispanic Black,35-44 years,501,414,,97,16,0,19,,,,21,72,27,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2020,2,Female (F),Non-Hispanic Black,45-54 years,1035,931,27,268,48,,29,29,21,32,20,204,43,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,2,Female (F),Non-Hispanic Black,5-14 years,36,24,0,,,0,,,,0,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,2,Female (F),Non-Hispanic Black,55-64 years,2300,2179,68,653,141,,62,72,44,69,33,475,115,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,2,Female (F),Non-Hispanic Black,65-74 years,3010,2935,65,799,178,42,71,142,52,112,31,722,192,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,2,Female (F),Non-Hispanic Black,75-84 years,3088,3032,65,598,164,166,77,122,38,118,32,772,234,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,2,Female (F),Non-Hispanic Black,85 years and over,3459,3412,54,317,122,369,93,114,34,87,36,953,334,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,2,Female (F),Non-Hispanic White,0-4 years,358,318,,,0,0,,,,0,43,10,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
2020,2,Female (F),Non-Hispanic White,15-24 years,353,121,,29,,0,10,,,,15,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,2,Female (F),Non-Hispanic White,25-34 years,886,400,14,91,14,0,24,,,,31,41,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2020,2,Female (F),Non-Hispanic White,35-44 years,1462,934,17,285,30,0,38,18,13,17,49,151,19,,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,2,Female (F),Non-Hispanic White,45-54 years,3372,2767,52,997,106,,102,118,43,29,59,475,98,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,2,Female (F),Non-Hispanic White,5-14 years,98,65,,14,,0,10,,,0,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,2,Female (F),Non-Hispanic White,55-64 years,8679,8096,166,2894,275,59,243,757,124,121,101,1404,272,,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,2,Female (F),Non-Hispanic White,65-74 years,15370,14836,277,4740,514,339,378,1494,305,262,131,2770,643,,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,2,Female (F),Non-Hispanic White,75-84 years,22903,22282,339,5006,526,1457,558,2245,483,397,230,4630,1363,,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,Suppressed (counts 1-9),
2020,2,Female (F),Non-Hispanic White,85 years and over,37839,36708,421,3560,557,4077,927,2041,576,597,572,10513,2950,,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,2,Female (F),Other,0-4 years,45,42,0,,0,0,0,0,0,0,,0,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,2,Female (F),Other,15-24 years,25,10,0,,,0,0,0,0,0,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,2,Female (F),Other,25-34 years,26,13,0,,,0,0,,0,,0,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,2,Female (F),Other,35-44 years,46,36,0,15,0,0,,,0,0,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,2,Female (F),Other,45-54 years,49,40,0,12,,0,,,0,,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,2,Female (F),Other,5-14 years,,,0,,0,0,0,0,0,0,0,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,,,,,
2020,2,Female (F),Other,55-64 years,146,135,,40,,0,,16,0,,,27,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,2,Female (F),Other,65-74 years,173,168,,50,,,,15,,,,42,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,2,Female (F),Other,75-84 years,168,161,,29,,,,10,0,,,49,10,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
